125/SIG:0.9999930673836298, 0.0, 6.932616370144544e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
160/SIG:0.6559812233080571, 0.18002349577787485, 0.05466509111169568, 0.0, 0.05466509537814779, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05466509442422444, 0.0, 0.0, 0.0, 0.0, 0.0
170/SIG:0.0080311827803863, 0.7385610381599512, 0.13283851446084124, 0.04256353557602432, 0.021575310573698145, 0.0026770611341043566, 0.01189721035802353, 0.00974370638847321, 0.0026770610720935006, 0.002677061209291534, 0.005353998316248439, 0.0, 0.0026770613146279735, 0.0, 0.0, 0.0026770611686267377, 0.0026770611032788383, 0.005352283029982181, 0.0, 0.0026770612712128153, 0.0, 0.0, 0.005343792083135793, 0.0, 0.0
180/SIG:0.0, 0.05773691031628854, 0.8379843908328689, 0.062961214579421, 0.016303508543412955, 0.007809327515514369, 0.0034178110472775124, 0.002421182473871891, 0.0013825256360158287, 0.001659416329657709, 0.0008352961555258926, 0.0016581373096425625, 0.0002833592348647934, 0.0, 0.000803994250357122, 0.0008345024697776576, 0.0, 0.00028335922025510664, 0.0005657063662019403, 0.000556034041165861, 0.0, 0.0005545734096371022, 0.0005580901239466648, 0.0005547693913050628, 0.0008358907529913602
190/SIG:0.0, 0.014003041882876884, 0.0636762146306166, 0.8124886767873272, 0.06670742255044022, 0.016520543820998896, 0.009398149884098195, 0.003868745014600902, 0.0021578980973792567, 0.001243994561564642, 0.0019676719662213484, 0.0015320598176726196, 0.0004717135095164707, 0.0, 0.0006362666466343698, 0.0006195517886562496, 0.0004718638235535155, 0.0009289648913314965, 0.000460166779594286, 0.0009453762907428455, 0.0001601448557808159, 0.0006372395817696411, 0.00046868131082218524, 0.0003156553220619035, 0.0003199561857397302
200/SIG:0.0, 0.006036250904139152, 0.015901569879847262, 0.06684060502236704, 0.8081615782585648, 0.06459647757837415, 0.019251980789688913, 0.004044741038003631, 0.0024950969571229465, 0.0009819611981520507, 0.003962860866530001, 0.0009639388294232736, 0.0008840465304357491, 0.0, 0.00029567044814032893, 0.0005800121725036153, 0.0004859366088431984, 0.0003956510214087404, 0.0003982198269203994, 0.00039532046485596275, 0.0002888111593497335, 0.0005828739550083874, 0.000788435727090888, 0.0010787477088409622, 0.0005892130543888619
210/SIG:0.0, 0.0036148890003065265, 0.00731106743980534, 0.0170436811395813, 0.06704588142836965, 0.816170556402979, 0.0654243396536567, 0.008273162006250745, 0.002928466710575422, 0.0016882642011210084, 0.0031167682203959313, 0.0012922183958424492, 0.0011417046984066835, 0.0, 0.0003615789882520335, 0.00014101038624954272, 0.0004255822247988246, 0.0002870904449050295, 0.0003622637437394351, 0.0006392218636414822, 0.0004312018416524503, 0.0005740446644231339, 0.0005008236578126515, 0.000790546222537858, 0.00043563666469691073
230/SIG:0.0, 0.004922107575143884, 0.008767882331035159, 0.015311673543555615, 0.03302576679711843, 0.10237209362713005, 0.7368515670692493, 0.051399208126740564, 0.013574231850658017, 0.006824708418374232, 0.00896116756024463, 0.003046417409275328, 0.0013929589860186976, 0.0, 0.0012446815779949985, 0.000592563059421234, 0.0010742159497530328, 0.001340609564000153, 0.0011749624230090459, 0.0012524745338528208, 0.0008389618832506182, 0.0021812446068484987, 0.0007500505757407467, 0.0018407045122518664, 0.0012597480193328116
250/SIG:0.0, 0.0035474734076040336, 0.005694459575215898, 0.010908835483893074, 0.015541504800184507, 0.025763020972277013, 0.06092689885129464, 0.7433679528984026, 0.058376234344314944, 0.016965954220039867, 0.02354186027826111, 0.0073739911548496425, 0.0034810902501557434, 6.585916674109787e-05, 0.002658271680910476, 0.0019183354095963817, 0.0021676275999480995, 0.001915086577766376, 0.002234863247576539, 0.002427932632675684, 0.0015495551500574127, 0.0025602515896528547, 0.002431517836683941, 0.0025860928265306468, 0.001995330045367213
270/SIG:0.0, 0.002441634598551757, 0.0038377210295241614, 0.004760345169680292, 0.00695872337193486, 0.010328776014137009, 0.01593343696411264, 0.06413493672774084, 0.741751920227702, 0.061448108356483025, 0.04772079754044714, 0.009217836754736709, 0.00434776838228029, 9.356913117525908e-05, 0.0025682236616070683, 0.0019205771176826801, 0.002164329517486523, 0.0023336482771404224, 0.0021287276064567455, 0.0016567825859090785, 0.0019423929207410028, 0.0037865186857988678, 0.002353630016401358, 0.00276538938027421, 0.0034042059619963346
300/SIG:0.0, 0.002140160198868768, 0.003078675750758592, 0.003458158378316933, 0.004785584530037264, 0.005695269144278504, 0.008523796804193167, 0.02108224775311676, 0.06977106868433279, 0.6214979073077147, 0.19122739849681605, 0.02110208072784825, 0.00765217512708138, 0.00020132008297624903, 0.00409261612673919, 0.003326862663817144, 0.0032079599651442903, 0.003270253252995735, 0.0035170981702690304, 0.0031143849983589216, 0.0024288468995915585, 0.004709527757098584, 0.0036767860260947046, 0.003949875618562068, 0.004489945534989256
